prodcode,productname
76195,Spironolactone 5mg/5ml Oral suspension sugar free (Rosemont Pharmaceuticals Ltd)
76321,Spironolactone 100mg tablets (Genesis Pharmaceuticals Ltd)
77604,Spironolactone 7.5mg/5ml oral suspension
77610,Spironolactone 6.25mg/5ml oral suspension
78341,Spironolactone 25mg tablets (NorthStar Healthcare Unlimited Company)
78356,Spironolactone 2mg/5ml oral solution
79128,Spironolactone 35mg/5ml oral suspension
10251,Eplerenone 25mg tablets
14144,Inspra 25mg tablets (Upjohn UK Ltd)
16531,Eplerenone 50mg tablets
29694,Inspra 50mg tablets (Upjohn UK Ltd)
66011,Eplerenone 50mg tablets (A A H Pharmaceuticals Ltd)
70370,Eplerenone 25mg tablets (Actavis UK Ltd)
70543,Eplerenone 50mg tablets (Actavis UK Ltd)
70918,Eplerenone 25mg tablets (Alliance Healthcare (Distribution) Ltd)
1060,Amiloride 5mg tablets
2681,AMILORIDE 10 MG TAB
3285,AMILORIDE S/F 5 MG/5ML SOL
9935,Amiloride 5mg/5ml oral solution sugar free
13352,Midamor 5mg Tablet (MSD Thomas Morson Pharmaceuticals)
19695,AMILORIDE HYDROCHLORIDE
21848,AMILOSPARE 5 MG TAB
24893,Amilospare Tablet (Ashbourne Pharmaceuticals Ltd)
26217,Berkamil 5mg Tablet (Berk Pharmaceuticals Ltd)
31375,Amilamont 5mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)
33837,Amiloride 5mg tablets (A A H Pharmaceuticals Ltd)
34324,Amiloride 5mg tablets (Teva UK Ltd)
34750,Amiloride 5mg tablets (Actavis UK Ltd)
41630,Amiloride 5mg Tablet (IVAX Pharmaceuticals UK Ltd)
43523,Amiloride 5mg tablets (Mylan)
44254,Amiloride 5.67mg tablets
46930,Amiloride 5mg tablets (Wockhardt UK Ltd)
60149,Amiloride 5mg/5ml oral suspension
76165,Amiloride 5mg tablets (Accord Healthcare Ltd)
4068,Dytac 50mg capsules (Advanz Pharma)
2179,Triamterene 50mg capsules
348,Moduretic Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)
923,Co-amilozide 5mg/50mg tablets
924,Co-amilozide 2.5mg/25mg tablets
1251,Moduret 25 tablets (Merck Sharp & Dohme Ltd)
2002,Amiloride 5mg / hydrochlorothiazide 50mg tablets
3293,Moduretic Oral solution (Bristol-Myers Squibb Pharmaceuticals Ltd)
3701,Amiloride 2.5mg / hydrochlorothiazide 25mg tablets
4034,Amiloride 5mg / hydrochlorothiazide 50mg/5ml solution
8058,Normetic Tablet (Abbott Laboratories Ltd)
18361,Amilmaxco 5mg/50mg tablets (Ashbourne Pharmaceuticals Ltd)
18733,Co-amilozide 5mg with 50mg/ml oral solution
19611,AMILORIDE 5MG/HYDROCHLORTHIAZIDE 50MG
19721,AMILORIDE 5MG/HYDROCHLORTHIAZIDE 50MG
19890,Hydrochlorothiazide with amiloride 25mgwith2.5mg Tablet
20066,Amil-Co 5mg/50mg tablets (IVAX Pharmaceuticals UK Ltd)
20779,MODURETIC
22923,Hydrochlorothiazide with amiloride 50mg with 5mg Tablet
24008,Vasetic Tablet (Shire Pharmaceuticals Ltd)
25500,Hypertane 50 Tablet (Schwarz Pharma Ltd)
26219,Zida-co 5mg+50mg Tablet (Opus Pharmaceuticals Ltd)
26220,Delvas Tablet (Berk Pharmaceuticals Ltd)
31150,Co-amilozide 5mg/50mg tablets (IVAX Pharmaceuticals UK Ltd)
34367,Co-amilozide 2.5mg/25mg tablets (Wockhardt UK Ltd)
41556,Co-amilozide 5mg/50mg tablets (Teva UK Ltd)
42142,Moduretic 5mg/50mg tablets (Merck Sharp & Dohme Ltd)
46916,Co-amilozide 5mg/50mg tablets (A A H Pharmaceuticals Ltd)
60354,Co-amilozide 2.5mg/25mg tablets (Kent Pharmaceuticals Ltd)
62249,Co-amilozide 5mg/50mg tablets (Alliance Healthcare (Distribution) Ltd)
62700,Co-amilozide 5mg/50mg tablets (Phoenix Healthcare Distribution Ltd)
73337,Co-amilozide 5mg/50mg tablets (Wockhardt UK Ltd)
74017,Moduretic 5mg/50mg tablets (Waymade Healthcare Plc)
75069,Co-amilozide 2.5mg/25mg tablets (Mawdsley-Brooks & Company Ltd)
78441,Co-amilozide 5mg/50mg/5ml oral solution
7136,Dytide capsules (Mercury Pharma Group Ltd)
7740,Triamterene 50mg / Benzthiazide 25mg capsules
30272,Benthiazide with Triamterene capsules
1721,Dyazide 50mg/25mg tablets (Advanz Pharma)
3962,TRIAMTERENE 50MG HYDROCHLOROTHIAZIDE25MG TAB
5416,Co-triamterzide 50mg/25mg tablets
8897,Triam-Co 50mg/25mg tablets (IVAX Pharmaceuticals UK Ltd)
9223,Triamterene with hydrochlorothiazide 50mg + 25mg Tablet
15127,Hydrochlorothiazide with triamterene 25mgwith50mg Tablet
18726,Triamaxco 50mg/25mg tablets (Ashbourne Pharmaceuticals Ltd)
41889,TRIAMTERENE 50MG HYDROCHLOROTHIAZIDE25MG
47804,Co-triamterzide 50mg/25mg tablets (A A H Pharmaceuticals Ltd)
67801,Dyazide 50mg/25mg tablets (Lexon (UK) Ltd)
77386,Dyazide 50mg/25mg tablets (Dowelhurst Ltd)
12546,Kalspare Tablet (Dominion Pharma)
12547,Triamterene 50mg / Chlortalidone 50mg tablets
16498,Kalspare tablets (DHP Healthcare Ltd)
28157,Kalspare ls Tablet (Dominion Pharma)
37294,Triamterene with chlortalidone 50mg + 25mg Tablet
2255,Navispare 2.5mg/250microgram tablets (Advanz Pharma)
5727,Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets
56,Co-amilofruse 5mg/40mg tablets
193,Co-amilofruse 2.5mg/20mg tablets
211,Frumil 40mg+5mg Tablet (Helios Healthcare Ltd)
1301,Frumil ls 20mg+2.5mg Tablet (Helios Healthcare Ltd)
1369,Furosemide with amiloride 40mg+5mg Tablet
2772,Lasoride 5mg/40mg tablets (Sanofi)
3793,Co-amilofruse 10mg/80mg tablets
4211,Furosemide with amiloride 20mg+2.5mg Tablet
4873,Fru-Co 5mg/40mg tablets (Teva UK Ltd)
5220,Furosemide with amiloride 80mg+10mg Tablet
9431,Frusemek 40mg+5mg Tablet (Approved Prescription Services Ltd)
9456,Amiloride 5mg / furosemide 40mg tablets
13435,Frumil Forte 10mg/80mg tablets (Sanofi)
15874,Amiloride 2.5mg / furosemide 20mg tablets
18332,Aridil 20mg+2.5mg Tablet (C P Pharmaceuticals Ltd)
18497,Amiloride 10mg / furosemide 80mg tablets
21938,Froop Co 5mg/40mg tablets (Ashbourne Pharmaceuticals Ltd)
25965,Co-amilofruse 2.5mg/20mg tablets (Wockhardt UK Ltd)
28129,Co-amilofruse 5mg/40mg tablets (Teva UK Ltd)
30773,Co-amilofruse 5mg+40mg Tablet (Berk Pharmaceuticals Ltd)
31773,Co-amilofruse 5mg/40mg tablets (Wockhardt UK Ltd)
33527,Co-amilofruse 5mg/40mg tablets (Mylan)
33658,Co-amilofruse 5mg/40mg tablets (A A H Pharmaceuticals Ltd)
34280,Co-amilofruse 2.5mg/20mg tablets (Sandoz Ltd)
34622,Co-amilofruse 10mg/80mg tablets (Wockhardt UK Ltd)
38901,Frumil LS 20mg/2.5mg tablets (Sanofi)
39807,Frumil 40mg/5mg tablets (Sanofi)
41533,Co-amilofruse 2.5mg/20mg tablets (Teva UK Ltd)
41719,Co-amilofruse 5mg/40mg tablets (Actavis UK Ltd)
43508,Co-amilofruse 5mg/40mg tablets (Sandoz Ltd)
47647,Co-amilofruse oral liquid
57908,Co-amilofruse 5mg/40mg tablets (Kent Pharmaceuticals Ltd)
59412,Co-amilofruse 5mg/40mg tablets (Waymade Healthcare Plc)
60258,Co-amilofruse 2.5mg/20mg tablets (Milpharm Ltd)
71348,Frumil 40mg/5mg tablets (Waymade Healthcare Plc)
71377,Frumil LS 20mg/2.5mg tablets (Waymade Healthcare Plc)
73993,Frumil 40mg/5mg tablets (Sigma Pharmaceuticals Plc)
74800,Frumil 40mg/5mg tablets (Lexon (UK) Ltd)
78728,Co-amilofruse 5mg/40mg/5ml oral suspension
4661,Spironolactone 50mg / Furosemide 20mg capsules
7441,Lasilactone 20mg/50mg capsules (Sanofi)
3050,Furosemide with triamterene 40mgwith50mg Tablet
11265,Triamterene 50mg / Furosemide 40mg tablets
2961,Frusene 50mg/40mg tablets (Orion Pharma (UK) Ltd)
2493,Burinex A 5mg/1mg tablets (LEO Pharma)
2495,Bumetanide with Amiloride tablets
14587,Amiloride 5mg / Bumetanide 1mg tablets
44029,Tolvaptan 15mg tablets
46471,Samsca 15mg tablets (Otsuka Pharmaceuticals (U.K.) Ltd)
61636,Tolvaptan 30mg tablets
78614,Tolvaptan 7.5mg tablets
2675,"Fragmin 10,000units/4ml solution for injection ampoules (Pfizer Ltd)"
2676,"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)"
2677,Clexane 100mg/ml Injection (Aventis Pharma)
3744,Heparin 10 iu/ml Flush solution
3895,Heparin sodium 1000iu/ml Injection
4888,Heplok 10 iu/ml Oral solution (LEO Pharma)
4995,Enoxaparin 100mg/ml injection
5526,"Fragmin 2,500units/0.2ml solution for injection pre-filled syringes (Pfizer Ltd)"
5747,"Fragmin 25,000iu/ml Solution for injection (Pfizer Ltd)"
5998,"Fragmin 10,000 iu/ml Solution for injection (Pfizer Ltd)"
6478,Enoxaparin sodium 20mg/0.2ml solution for injection pre-filled syringes
6695,"Dalteparin sodium 2,500units/0.2ml solution for injection pre-filled syringes"
6860,"Fragmin 15,000units/0.6ml solution for injection pre-filled syringes (Pfizer Ltd)"
7154,Clexane Forte 120mg/0.8ml solution for injection pre-filled syringes (Sanofi)
7199,Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes
7307,Clexane 40mg/0.4ml solution for injection pre-filled syringes (Sanofi)
7371,Clexane 100mg/1ml solution for injection pre-filled syringes (Sanofi)
8664,Heparin sodium 5000iu/ml Injection
9140,"Dalteparin sodium 10,000units/4ml solution for injection ampoules"
9593,Dalteparin 25000iu/ml injection solution
9605,"Dalteparin sodium 5,000units/0.2ml solution for injection pre-filled syringes"
9610,Tinzaparin 20000 iu/ml Injection
9640,Tinzaparin 10000 IU/ml Injection
10002,Dalteparin 10000iu/1ml injection solution
10004,Clexane 80mg/0.8ml solution for injection pre-filled syringes (Sanofi)
10044,"Dalteparin sodium 10,000units/0.4ml solution for injection pre-filled syringes"
10072,"Fragmin 10,000units/0.4ml solution for injection pre-filled syringes (Pfizer Ltd)"
10170,"Dalteparin sodium 15,000units/0.6ml solution for injection pre-filled syringes"
10194,"Dalteparin sodium 12,500units/0.5ml solution for injection pre-filled syringes"
10240,"Tinzaparin sodium 14,000units/0.7ml solution for injection pre-filled syringes"
10532,Minihep calcium 5000iu/0.2ml Injection (LEO Pharma)
10533,"Calciparine 25,000iu/ml Injection (Sanofi-Synthelabo Ltd)"
10819,HEPARIN SODIUM 100 IU/ML INJ
10936,HEPARIN SODIUM B.P. 5000 I/U INJ
11117,Hep-flush 100iu/ml Oral solution (LEO Pharma)
11372,Heparin 100iu/ml Flush solution
12681,"Heparin calcium 25,000iu/ml Injection"
12974,Clexane 150mg/ml Injection (Aventis Pharma)
13058,Enoxaparin 150mg/ml injection
13097,Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sanofi)
13210,Enoxaparin sodium 80mg/0.8ml solution for injection pre-filled syringes
13270,Enoxaparin sodium 120mg/0.8ml solution for injection pre-filled syringes
13568,"Heparin sodium 25,000iu/ml Subcutaneous injection"
13663,Innohep 20000 iu/ml Injection (LEO Pharma)
13716,"Heparin sodium 25,000iu/ml Injection"
14099,Clexane forte 150mg/ml Injection (Aventis Pharma)
14110,"Tinzaparin sodium 10,000units/0.5ml solution for injection pre-filled syringes"
14138,Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes
14212,"Tinzaparin sodium 3,500units/0.35ml solution for injection pre-filled syringes"
14308,"Tinzaparin sodium 18,000units/0.9ml solution for injection pre-filled syringes"
14341,Clexane Forte 150mg/1ml solution for injection pre-filled syringes (Sanofi)
14788,"Innohep 10,000units/0.5ml solution for injection pre-filled syringes (LEO Pharma)"
14794,Monoparin 1000iu/ml Injection (C P Pharmaceuticals Ltd)
14851,"Tinzaparin sodium 4,500units/0.45ml solution for injection pre-filled syringes"
14891,"Dalteparin sodium 18,000units/0.72ml solution for injection pre-filled syringes"
15293,Heparin sodium 5000iu/ml pre-filled Injection
15709,Tinzaparin 3500 IU/0.3ml Sterile solution
16061,"Innohep 3,500units/0.35ml solution for injection pre-filled syringes (LEO Pharma)"
16476,"Fragmin 18,000units/0.72ml solution for injection pre-filled syringes (Pfizer Ltd)"
16530,"Fragmin 12,500units/0.5ml solution for injection pre-filled syringes (Pfizer Ltd)"
17004,"Tinzaparin sodium 20,000units/2ml solution for injection vials"
17007,"Tinzaparin sodium 2,500units/0.25ml solution for injection pre-filled syringes"
17049,"Innohep 18,000units/0.9ml solution for injection pre-filled syringes (LEO Pharma)"
17484,"Innohep 10,000 IU/ml Injection (LEO Pharma)"
17592,"Innohep 4,500units/0.45ml solution for injection pre-filled syringes (LEO Pharma)"
17664,Clexane 60mg/0.6ml solution for injection pre-filled syringes (Sanofi)
17791,Innohep 5000iu/5ml Sterile solution (LEO Pharma)
18209,"Fragmin 7,500units/0.3ml solution for injection pre-filled syringes (Pfizer Ltd)"
18732,Innohep 3500 iu/0.3ml Sterile solution (LEO Pharma)
19280,"Innohep 14,000units/0.7ml solution for injection pre-filled syringes (LEO Pharma)"
19337,"Multiparin 125,000units/5ml solution for injection vials (Wockhardt UK Ltd)"
19486,"Dalteparin sodium 7,500units/0.3ml solution for injection pre-filled syringes"
19989,"Tinzaparin sodium 40,000units/2ml solution for injection vials"
20010,"Uniparin calcium 25,000iu/ml Subcutaneous injection (C P Pharmaceuticals Ltd)"
20024,"Uniparin forte 10,000 iu/0.4ml Subcutaneous injection (C P Pharmaceuticals Ltd)"
20028,"Multiparin 5,000units/5ml solution for injection vials (Wockhardt UK Ltd)"
20029,"Multiparin 25,000units/5ml solution for injection vials (Wockhardt UK Ltd)"
20153,Enoxaparin sodium 150mg/1ml solution for injection pre-filled syringes
20154,Enoxaparin sodium 100mg/1ml solution for injection pre-filled syringes
20411,Alphaparin 3000iu/0.5ml Injection (Grifols UK Ltd)
21233,"Innohep 20,000units/2ml solution for injection vials (LEO Pharma)"
21316,"Innohep 40,000units/2ml solution for injection vials (LEO Pharma)"
21365,Uniparin 5000iu/0.2ml Injection (C P Pharmaceuticals Ltd)
21490,Monoparin 5000iu/ml Injection (C P Pharmaceuticals Ltd)
21518,"Monoparin 25,000iu/ml Injection (C P Pharmaceuticals Ltd)"
22428,"Dalteparin sodium 100,000units/4ml solution for injection vials"
23570,Fondaparinux sodium 7.5mg/0.6ml solution for injection pre-filled syringes
23573,Fondaparinux sodium 5mg/0.4ml solution for injection pre-filled syringes
23579,Fondaparinux sodium 2.5mg/0.5ml solution for injection pre-filled syringes
24896,Heparin low molecular weight 2500 iu/0.2ml Sterile solution
25155,"Fragmin 100,000units/4ml solution for injection vials (Pfizer Ltd)"
25195,"Heparin sodium 25,000iu/ml pre-filled Injection"
25287,Unihep leo 1000unit/ml Injection (LEO Pharma)
26146,"Heparin low molecular weight 10,000 iu/ml Sterile solution"
27035,Pump-hep 1000unit/ml Infusion (LEO Pharma)
27325,"Innohep 2,500units/0.25ml solution for injection pre-filled syringes (LEO Pharma)"
28506,Heparin low molecular weight 3500 iu/0.3ml Sterile solution
28593,Heparin sodium 1000iu/ml pre-filled Injection
29043,Arixtra 2.5mg/0.5ml solution for injection pre-filled syringes (GlaxoSmithKline UK Ltd)
29207,Innohep 5000iu/0.5ml Sterile solution (LEO Pharma)
29317,Tinzaparin 5000 i.u./0.5ml Sterile solution
29318,Heparin low molecular weight 2500 iu/ml Sterile solution
30108,Heparin calcium 5000iu/0.2ml Injection
30396,Unihep leo 5000iu/ml Injection (LEO Pharma)
31541,"Heparin calcium 12,500units/0.5ml solution for injection pre-filled syringes"
32511,Tinzaparin 5000 i.u./5ml Sterile solution
32645,"Heparin sodium 25,000iu/ml Injection"
33307,"Heparin sodium 5,000units/1ml solution for injection ampoules"
33558,"Monoparin calcium 5,000units/0.2ml solution for injection ampoules (Wockhardt UK Ltd)"
35033,"Heparin sodium 5,000units/5ml solution for injection vials"
35941,"Heparin sodium 5,000units/5ml solution for injection ampoules"
35955,"Calciparine 5,000units/0.2ml solution for injection pre-filled syringes (Sanofi-Synthelabo Ltd)"
36142,"Heparin sodium 25,000units/1ml solution for injection ampoules"
36172,Clexane 300mg/3ml solution for injection multidose vials (Sanofi)
36196,"Heparin sodium 1,000units/1ml solution for injection ampoules"
36911,"Fragmin 10,000units/1ml solution for injection ampoules (Pfizer Ltd)"
36989,"Fragmin 10,000units/1ml solution for injection pre-filled syringes (Pfizer Ltd)"
37086,Enoxaparin sodium 300mg/3ml solution for injection vials
37131,"Heparin sodium 25,000units/5ml solution for injection vials"
37613,"Heparin sodium 10,000units/10ml solution for injection ampoules"
37616,Heparin sodium 10 unit/ml Solution
37678,"Heparin sodium 5,000units/0.2ml solution for injection ampoules"
37704,"Minihep 25,000iu/ml Subcutaneous preparation (LEO Pharma)"
38327,Arixtra 7.5mg/0.6ml solution for injection pre-filled syringes (GlaxoSmithKline UK Ltd)
38536,Fondaparinux sodium 1.5mg/0.3ml solution for injection pre-filled syringes
38839,Arixtra 5mg/0.4ml solution for injection pre-filled syringes (GlaxoSmithKline UK Ltd)
40715,Heparin 100iu/ml Oral solution (LEO Pharma)
42106,"Unihep leo 25,000iu/ml Injection (LEO Pharma)"
42853,"Heparin calcium 25,000iu/ml Injection"
44238,Heparin 50 iu/5ml Flush solution (Wockhardt UK Ltd)
44491,"Heparin sodium 125,000units/5ml solution for injection vials"
45911,Arixtra 1.5mg/0.3ml solution for injection pre-filled syringes (GlaxoSmithKline UK Ltd)
47397,"Heparin sodium 25,000units/5ml solution for injection ampoules"
48673,"Dalteparin sodium 10,000units/1ml solution for injection ampoules"
49578,"Dalteparin sodium 10,000units/1ml solution for injection pre-filled syringes"
50391,"Fragmin 18,000units/0.72ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"
50994,Heparin sodium 500units/500ml infusion bags
51006,Clexane 80mg/0.8ml solution for injection pre-filled syringes (DE Pharmaceuticals)
51350,"Fragmin 15,000units/0.6ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"
51642,Clexane 100mg/1ml solution for injection pre-filled syringes (Lexon (UK) Ltd)
52004,"Fragmin 12,500units/0.5ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"
52841,"Heparin calcium 5,000units/0.2ml solution for injection ampoules"
53350,"Heparin sodium 1,000units/500ml infusion bags"
54234,"Heparin sodium 1,000units/500ml infusion Viaflex bags (Baxter Healthcare Ltd)"
54927,"Heparin sodium 2,000units/1,000ml infusion bags"
55096,"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Waymade Healthcare Plc)"
55490,"Heparin sodium 10,000 iu/ml Injection"
55565,Clexane 100mg/1ml solution for injection pre-filled syringes (DE Pharmaceuticals)
55604,Orgaran 750units/0.6ml solution for injection ampoules (Merck Sharp & Dohme Ltd)
56166,Heparin sodium 100units/1ml solution for injection ampoules
56398,"Fragmin 5,000units/0.2ml solution for injection pre-filled syringes (Mawdsley-Brooks & Company Ltd)"
57204,"Heparin calcium 5,000units/0.2ml solution for injection pre-filled syringes"
59761,"Heparin sodium 1,000units/1ml solution for injection ampoules (Wockhardt UK Ltd)"
60041,Danaparoid sodium 750units/0.6ml solution for injection ampoules
60188,"Heparin sodium 5,000units/1litre infusion bags"
61949,Fondaparinux sodium 10mg/0.8ml solution for injection pre-filled syringes
62856,"Tinzaparin sodium 12,000units/0.6ml solution for injection pre-filled syringes"
62902,"Tinzaparin sodium 16,000units/0.8ml solution for injection pre-filled syringes"
63101,"Tinzaparin sodium 8,000units/0.4ml solution for injection pre-filled syringes"
63146,"Heparin sodium 20,000units/20ml solution for injection ampoules"
63169,"Innohep 12,000units/0.6ml solution for injection pre-filled syringes (LEO Pharma)"
63297,"Heparin sodium 5,000units/5ml solution for injection vials (LEO Pharma)"
63571,"Innohep 16,000units/0.8ml solution for injection pre-filled syringes (LEO Pharma)"
64133,"Heparin sodium 5,000units/0.2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"
64559,"Heparin sodium 1,000units/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)"
64581,"Innohep 8,000units/0.4ml solution for injection pre-filled syringes (LEO Pharma)"
64969,Clexane 20mg/0.2ml solution for injection pre-filled syringes (Sigma Pharmaceuticals Plc)
65462,Heparin sodium 50units/5ml I.V. flush solution ampoules (LEO Pharma)
69194,Heparin low molecular weight 5000iu/0.2ml Sterile solution
15616,Amobarbital 50mg tablets
8548,Amobarbital sodium 200mg capsules
13471,Sodium Amytal 200mg capsules (Special Order)
14415,Sodium Amytal 60mg capsules (Special Order)
17692,Amytal 50mg tablets (Flynn Pharma Ltd)
28146,Amobarbital sodium 60mg capsules
8624,Butobarbital 100mg tablets
13447,Soneryl 100mg tablets (Special Order)
14613,Secobarbital sodium 100mg capsules
12264,Seconal Sodium 100mg capsules (Special Order)
26775,Secobarbital sodium 50mg capsules
12539,Seconal Sodium 50mg capsules (Special Order)
130,Thiopental sodium 5% Injection
10311,Thiopental 500mg powder for solution for injection vials
47357,Thiopentone sodium 0.5g/vial Injection
221,Tuinal 100mg Pulvules (Special Order)
21460,Amobarbital 50mg / Secobarbital sodium 50mg capsules
1784,CHLORAL HYDRATE 500 MG CAP
2950,Noctec 500mg Capsule (E R Squibb and Sons Ltd)
3580,Chloral hydrate 143.3mg/5ml oral solution BP
3928,Welldorm 143.3mg/5ml elixir (Marlborough Pharmaceuticals Ltd)
4017,Chloral hydrate 500mg/5ml oral suspension
4018,Chloral hydrate 1g/5ml oral suspension
4632,Chloral 200mg/5ml paediatric oral solution
12898,Chloral hydrate 500mg/5ml mixture BP 2000
